,customer_id,gender,age,payment_method
47505,C237137,Male,23.0,Debit Card
47506,C105997,Female,45.0,Cash
47507,C320641,Male,68.0,Credit Card
47508,C147476,Male,59.0,Cash
47509,C253908,Female,55.0,Debit Card
47510,C495774,Male,35.0,Credit Card
47511,C566689,Male,37.0,Credit Card
47512,C309242,Female,51.0,Cash
47513,C977245,Female,38.0,Cash
47514,C305950,Male,40.0,Cash
47515,C763038,Male,41.0,Cash
47516,C845702,Male,25.0,Debit Card
47517,C133476,Female,60.0,Debit Card
47518,C138116,Female,34.0,Cash
47519,C285240,Female,38.0,Cash
47520,C569733,Male,43.0,Credit Card
47521,C281267,Male,52.0,Cash
47522,C201277,Female,66.0,Credit Card
47523,C323868,Female,50.0,Cash
47524,C329563,Female,47.0,Credit Card
47525,C100247,Female,21.0,Cash
47526,C495399,Female,28.0,Cash
47527,C646323,Female,40.0,Credit Card
47528,C212588,Female,39.0,Credit Card
47529,C272736,Male,22.0,Credit Card
47530,C368791,Female,27.0,Cash
47531,C230518,Female,43.0,Credit Card
47532,C101556,Female,47.0,Credit Card
47533,C221081,Male,19.0,Credit Card
47534,C172713,Female,33.0,Credit Card
47535,C479336,Female,32.0,Debit Card
47536,C340234,Female,63.0,Credit Card
47537,C320444,Male,64.0,Cash
47538,C162413,Male,43.0,Credit Card
47539,C186316,Female,21.0,Credit Card
47540,C512053,Male,56.0,Cash
47541,C218144,Female,59.0,Credit Card
47542,C217781,Male,43.0,Credit Card
47543,C702928,Female,55.0,Cash
47544,C196836,Female,67.0,Cash
47545,C227299,Female,28.0,Cash
47546,C699136,Female,69.0,Credit Card
47547,C849350,Male,47.0,Credit Card
47548,C828785,Male,23.0,Cash
47549,C196927,Female,48.0,Debit Card
47550,C281272,Male,66.0,Credit Card
47551,C596722,Female,46.0,Credit Card
47552,C338676,Female,55.0,Credit Card
47553,C222715,Female,42.0,Cash
47554,C273087,Male,64.0,Cash
47555,C137524,Female,60.0,Credit Card
47556,C215607,Female,23.0,Cash
47557,C293570,Female,66.0,Cash
47558,C685574,Male,44.0,Cash
47559,C261988,Female,44.0,Cash
47560,C142506,Male,27.0,Debit Card
47561,C265900,Female,67.0,Debit Card
47562,C241954,Female,34.0,Debit Card
47563,C161148,Female,18.0,Cash
47564,C764851,Male,30.0,Debit Card
47565,C781282,Female,52.0,Credit Card
47566,C144052,Male,52.0,Cash
47567,C156896,Female,28.0,Debit Card
47568,C979456,Female,44.0,Debit Card
47569,C291786,Female,63.0,Cash
47570,C138257,Male,41.0,Cash
47571,C655776,Male,58.0,Credit Card
47572,C114676,Female,34.0,Debit Card
47573,C293198,Male,50.0,Cash
47574,C134067,Female,31.0,Debit Card
47575,C334038,Female,43.0,Credit Card
47576,C247923,Male,41.0,Cash
47577,C264589,Female,68.0,Debit Card
47578,C260301,Male,41.0,Cash
47579,C188449,Male,19.0,Cash
47580,C314552,Female,19.0,Credit Card
47581,C238178,Male,26.0,Cash
47582,C307182,Male,43.0,Credit Card
47583,C337203,Female,51.0,Cash
47584,C218029,Female,24.0,Credit Card
47585,C329989,Male,64.0,Debit Card
47586,C154696,Female,43.0,Credit Card
47587,C202204,Male,24.0,Credit Card
47588,C180166,Male,30.0,Credit Card
47589,C109364,Female,64.0,Debit Card
47590,C539938,Male,23.0,Debit Card
47591,C289555,Female,37.0,Cash
47592,C306118,Female,62.0,Credit Card
47593,C762327,Male,39.0,Cash
47594,C259711,Male,69.0,Cash
47595,C234611,Male,49.0,Credit Card
47596,C209103,Male,32.0,Credit Card
47597,C144214,Female,19.0,Credit Card
47598,C204869,Female,49.0,Credit Card
47599,C763478,Male,20.0,Debit Card
47600,C307801,Female,31.0,Credit Card
47601,C470623,Male,30.0,Debit Card
47602,C258548,Male,23.0,Cash
47603,C283623,Male,28.0,Credit Card
47604,C145808,Female,21.0,Credit Card
47605,C993556,Female,51.0,Debit Card
47606,C247319,Female,60.0,Cash
47607,C148629,Male,49.0,Credit Card
47608,C227862,Male,58.0,Debit Card
47609,C474386,Male,23.0,Debit Card
47610,C180908,Female,63.0,Credit Card
47611,C166337,Male,55.0,Cash
47612,C187945,Female,18.0,Debit Card
47613,C726315,Female,44.0,Debit Card
47614,C197321,Female,19.0,Cash
47615,C313505,Female,37.0,Debit Card
47616,C202714,Female,46.0,Credit Card
47617,C128848,Female,51.0,Cash
47618,C702152,Female,21.0,Debit Card
47619,C258469,Male,33.0,Credit Card
47620,C290645,Female,63.0,Debit Card
47621,C541093,Male,67.0,Cash
47622,C104526,Male,58.0,Debit Card
47623,C325613,Male,65.0,Credit Card
47624,C225501,Female,60.0,Debit Card
47625,C231725,Male,69.0,Cash
47626,C212979,Female,59.0,Credit Card
47627,C172509,Female,53.0,Credit Card
47628,C370386,Male,64.0,Debit Card
47629,C248550,Male,31.0,Credit Card
47630,C115494,Male,69.0,Debit Card
47631,C275567,Female,49.0,Cash
47632,C448980,Female,28.0,Credit Card
47633,C352761,Male,42.0,Credit Card
47634,C155953,Female,21.0,Credit Card
47635,C655439,Female,30.0,Credit Card
47636,C177177,Female,38.0,Cash
47637,C203729,Female,54.0,Cash
47638,C270559,Female,24.0,Cash
47639,C713000,Male,27.0,Debit Card
47640,C295903,Male,52.0,Cash
47641,C406017,Male,25.0,Cash
47642,C247767,Male,32.0,Cash
47643,C431059,Female,22.0,Debit Card
47644,C314064,Male,62.0,Credit Card
47645,C297871,Male,39.0,Debit Card
47646,C228662,Male,54.0,Cash
47647,C247352,Female,37.0,Credit Card
47648,C234055,Male,52.0,Credit Card
47649,C846304,Male,51.0,Cash
47650,C303937,Male,28.0,Cash
47651,C318705,Female,62.0,Debit Card
47652,C492247,Male,49.0,Cash
47653,C334193,Female,39.0,Cash
47654,C249397,Female,47.0,Cash
47655,C232433,Male,45.0,Cash
47656,C190974,Male,33.0,Cash
47657,C699246,Female,31.0,Credit Card
47658,C145999,Female,21.0,Cash
47659,C532548,Female,53.0,Cash
47660,C334505,Female,49.0,Credit Card
47661,C138053,Female,60.0,Cash
47662,C197244,Female,20.0,Cash
47663,C159518,Female,59.0,Cash
47664,C121625,Female,42.0,Credit Card
47665,C191808,Female,49.0,Debit Card
47666,C643522,Female,47.0,Cash
47667,C974225,Female,31.0,Cash
47668,C195453,Male,46.0,Credit Card
47669,C257131,Male,32.0,Credit Card
47670,C140898,Male,50.0,Debit Card
47671,C633080,Male,69.0,Debit Card
47672,C721176,Female,52.0,Credit Card
47673,C265874,Female,41.0,Credit Card
47674,C300679,Male,22.0,Credit Card
47675,C228057,Female,28.0,Cash
47676,C277289,Female,38.0,Credit Card
47677,C382014,Female,34.0,Cash
47678,C147118,Female,45.0,Cash
47679,C507338,Female,39.0,Cash
47680,C401852,Female,66.0,Debit Card
47681,C121924,Male,69.0,Cash
47682,C143017,Female,67.0,Credit Card
47683,C183010,Female,29.0,Credit Card
47684,C217163,Female,61.0,Credit Card
47685,C116858,Female,67.0,Credit Card
47686,C339298,Female,69.0,Credit Card
47687,C276104,Female,42.0,Credit Card
47688,C231795,Male,50.0,Cash
47689,C696377,Male,42.0,Debit Card
47690,C723747,Female,65.0,Credit Card
47691,C680697,Female,22.0,Credit Card
47692,C249001,Male,47.0,Cash
47693,C172067,Male,63.0,Debit Card
47694,C991717,Female,43.0,Cash
47695,C416735,Female,27.0,Cash
47696,C134516,Male,53.0,Cash
47697,C257362,Female,60.0,Credit Card
47698,C809453,Male,45.0,Credit Card
47699,C197896,Female,50.0,Credit Card
47700,C149252,Female,55.0,Credit Card
47701,C487929,Female,65.0,Credit Card
47702,C761666,Male,48.0,Credit Card
47703,C262260,Female,38.0,Credit Card
47704,C269851,Female,64.0,Cash
47705,C257298,Female,64.0,Credit Card
47706,C229790,Female,37.0,Credit Card
47707,C191349,Female,33.0,Cash
47708,C427172,Female,18.0,Credit Card
47709,C221425,Male,37.0,Debit Card
47710,C559688,Male,20.0,Credit Card
47711,C160576,Male,32.0,Debit Card
47712,C167080,Female,51.0,Credit Card
47713,C759543,Male,69.0,Credit Card
47714,C170199,Female,45.0,Debit Card
47715,C394098,Male,54.0,Cash
47716,C309286,Female,28.0,Credit Card
47717,C291003,Female,56.0,Credit Card
47718,C292697,Male,34.0,Cash
47719,C264568,Female,36.0,Credit Card
47720,C192393,Female,65.0,Cash
47721,C165714,Male,27.0,Credit Card
47722,C318145,Female,42.0,Credit Card
47723,C206554,Male,59.0,Cash
47724,C207476,Male,43.0,Cash
47725,C556321,Male,52.0,Debit Card
47726,C267830,Female,49.0,Credit Card
47727,C158553,Female,51.0,Cash
47728,C182276,Male,64.0,Cash
47729,C235457,Female,27.0,Credit Card
47730,C193208,Male,48.0,Cash
47731,C162468,Female,42.0,Debit Card
47732,C259671,Male,24.0,Debit Card
47733,C186904,Male,50.0,Cash
47734,C757454,Female,23.0,Credit Card
47735,C815438,Male,31.0,Cash
47736,C320456,Female,53.0,Credit Card
47737,C317718,Female,56.0,Credit Card
47738,C259962,Male,55.0,Credit Card
47739,C264567,Female,28.0,Credit Card
47740,C106686,Male,61.0,Credit Card
47741,C780280,Female,48.0,Cash
47742,C239979,Male,43.0,Credit Card
47743,C258222,Female,34.0,Debit Card
47744,C164128,Male,28.0,Cash
47745,C521578,Male,63.0,Credit Card
47746,C297500,Female,34.0,Debit Card
47747,C206164,Female,38.0,Cash
47748,C262137,Male,42.0,Credit Card
47749,C180346,Male,62.0,Cash
47750,C192789,Male,18.0,Cash
47751,C104831,Female,56.0,Credit Card
47752,C705790,Female,63.0,Cash
47753,C174218,Male,50.0,Credit Card
47754,C205475,Male,26.0,Cash
47755,C100772,Female,45.0,Debit Card
47756,C255342,Female,53.0,Credit Card
47757,C289860,Female,44.0,Credit Card
47758,C211753,Female,23.0,Credit Card
47759,C264327,Male,54.0,Cash
47760,C286125,Female,36.0,Credit Card
47761,C122464,Female,23.0,Debit Card
47762,C237074,Male,58.0,Debit Card
47763,C323482,Female,45.0,Debit Card
47764,C153921,Female,34.0,Debit Card
47765,C184704,Female,44.0,Debit Card
47766,C279827,Female,65.0,Cash
47767,C249715,Male,38.0,Cash
47768,C849737,Male,46.0,Cash
47769,C249238,Female,25.0,Credit Card
47770,C153997,Female,56.0,Cash
47771,C172929,Female,35.0,Credit Card
47772,C120657,Female,51.0,Debit Card
47773,C323291,Male,20.0,Debit Card
47774,C127611,Female,24.0,Cash
47775,C188314,Female,65.0,Debit Card
47776,C635269,Male,27.0,Cash
47777,C315549,Female,57.0,Cash
47778,C208377,Female,54.0,Credit Card
47779,C201732,Male,27.0,Credit Card
47780,C199364,Female,53.0,Debit Card
47781,C175860,Female,67.0,Debit Card
47782,C190641,Female,43.0,Credit Card
47783,C303291,Female,22.0,Cash
47784,C154141,Female,24.0,Cash
47785,C273573,Female,37.0,Debit Card
47786,C108028,Female,54.0,Credit Card
47787,C250598,Female,22.0,Credit Card
47788,C109968,Male,30.0,Debit Card
47789,C241575,Female,61.0,Debit Card
47790,C229727,Male,37.0,Cash
47791,C188265,Female,34.0,Cash
47792,C311896,Female,52.0,Debit Card
47793,C282686,Female,47.0,Cash
47794,C273887,Male,21.0,Cash
47795,C298555,Female,31.0,Cash
47796,C340083,Female,45.0,Credit Card
47797,C201891,Male,61.0,Credit Card
47798,C738366,Female,40.0,Credit Card
47799,C801308,Female,54.0,Cash
47800,C193924,Male,42.0,Cash
47801,C395052,Male,35.0,Cash
47802,C135216,Female,29.0,Credit Card
47803,C329307,Male,35.0,Cash
47804,C636441,Male,47.0,Credit Card
47805,C160836,Female,35.0,Credit Card
47806,C940123,Male,35.0,Cash
47807,C282987,Female,31.0,Cash
47808,C100523,Male,31.0,Cash
47809,C143476,Female,28.0,Cash
47810,C203626,Male,43.0,Cash
47811,C239216,Male,30.0,Cash
47812,C124120,Male,61.0,Debit Card
47813,C308751,Female,55.0,Cash
47814,C239523,Female,35.0,Cash
47815,C197406,Female,23.0,Cash
47816,C271256,Female,41.0,Debit Card
47817,C109755,Female,33.0,Cash
47818,C785127,Female,52.0,Credit Card
47819,C267989,Female,27.0,Credit Card
47820,C418259,Male,45.0,Cash
47821,C172287,Male,54.0,Credit Card
47822,C183975,Female,62.0,Cash
47823,C693152,Male,20.0,Cash
47824,C275297,Female,19.0,Cash
47825,C215951,Female,59.0,Debit Card
47826,C280776,Male,37.0,Cash
47827,C302297,Male,20.0,Credit Card
47828,C191676,Female,60.0,Debit Card
47829,C228054,Female,54.0,Cash
47830,C561758,Female,51.0,Cash
47831,C185987,Female,36.0,Credit Card
47832,C269783,Female,38.0,Cash
47833,C257680,Male,53.0,Credit Card
47834,C321489,Male,63.0,Credit Card
47835,C503514,Female,39.0,Debit Card
47836,C203559,Female,68.0,Cash
47837,C827650,Female,22.0,Cash
47838,C196559,Female,42.0,Cash
47839,C110458,Male,40.0,Cash
47840,C231115,Female,21.0,Cash
47841,C195381,Female,46.0,Cash
47842,C295498,Female,59.0,Credit Card
47843,C751163,Male,41.0,Debit Card
47844,C188439,Female,37.0,Credit Card
47845,C327623,Male,62.0,Debit Card
47846,C952858,Female,50.0,Cash
47847,C169881,Male,41.0,Credit Card
47848,C148509,Male,52.0,Credit Card
47849,C314383,Male,68.0,Cash
47850,C306928,Male,52.0,Cash
47851,C328606,Male,68.0,Debit Card
47852,C736591,Male,68.0,Debit Card
47853,C167974,Female,20.0,Credit Card
47854,C179670,Male,29.0,Credit Card
47855,C277400,Male,18.0,Credit Card
47856,C171238,Female,22.0,Credit Card
47857,C307085,Female,30.0,Credit Card
47858,C740298,Female,52.0,Credit Card
47859,C108803,Male,31.0,Credit Card
47860,C300603,Female,40.0,Cash
47861,C433872,Male,32.0,Credit Card
47862,C184060,Male,65.0,Cash
47863,C264999,Female,42.0,Cash
47864,C241304,Male,26.0,Debit Card
47865,C310002,Female,19.0,Cash
47866,C240478,Female,23.0,Credit Card
47867,C300292,Male,23.0,Credit Card
47868,C241976,Female,63.0,Credit Card
47869,C157956,Male,60.0,Credit Card
47870,C204311,Female,25.0,Cash
47871,C214760,Male,68.0,Credit Card
47872,C360801,Male,51.0,Cash
47873,C586334,Female,18.0,Cash
47874,C141163,Female,36.0,Cash
47875,C956638,Female,56.0,Debit Card
47876,C125865,Male,54.0,Debit Card
47877,C196591,Female,59.0,Credit Card
47878,C312606,Female,33.0,Cash
47879,C215589,Female,27.0,Cash
47880,C152169,Female,65.0,Debit Card
47881,C582870,Female,62.0,Cash
47882,C441666,Male,50.0,Credit Card
47883,C117127,Female,32.0,Credit Card
47884,C165856,Female,23.0,Debit Card
47885,C306126,Male,51.0,Debit Card
47886,C508631,Female,54.0,Credit Card
47887,C260947,Female,65.0,Cash
47888,C175589,Male,26.0,Credit Card
47889,C307628,Female,22.0,Debit Card
47890,C180705,Male,65.0,Cash
47891,C108920,Female,65.0,Cash
47892,C252487,Male,22.0,Cash
47893,C452764,Female,42.0,Credit Card
47894,C247673,Male,60.0,Debit Card
47895,C324452,Male,26.0,Cash
47896,C169788,Female,63.0,Credit Card
47897,C735863,Female,34.0,Cash
47898,C208014,Female,43.0,Cash
47899,C708274,Female,29.0,Credit Card
47900,C102935,Female,50.0,Cash
47901,C243380,Female,42.0,Cash
47902,C875059,Male,21.0,Credit Card
47903,C326004,Male,51.0,Credit Card
47904,C178037,Female,19.0,Debit Card
47905,C312944,Male,25.0,Debit Card
47906,C388787,Male,28.0,Cash
47907,C272063,Female,62.0,Cash
47908,C244795,Female,42.0,Credit Card
47909,C314400,Female,26.0,Credit Card
47910,C202550,Female,21.0,Debit Card
47911,C335618,Male,64.0,Cash
47912,C295601,Female,64.0,Cash
47913,C495630,Female,59.0,Credit Card
47914,C321219,Male,28.0,Cash
47915,C260703,Male,49.0,Debit Card
47916,C157032,Male,52.0,Debit Card
47917,C284589,Female,26.0,Credit Card
47918,C279357,Male,19.0,Cash
47919,C248902,Male,69.0,Credit Card
47920,C919182,Male,58.0,Credit Card
47921,C599694,Male,55.0,Credit Card
47922,C362123,Male,33.0,Credit Card
47923,C212846,Female,31.0,Debit Card
47924,C218415,Female,38.0,Credit Card
47925,C105378,Female,35.0,Credit Card
47926,C196283,Female,33.0,Debit Card
47927,C785520,Male,35.0,Credit Card
47928,C188577,Male,66.0,Credit Card
47929,C322983,Male,29.0,Cash
47930,C344034,Male,18.0,Cash
47931,C314647,Female,38.0,Credit Card
47932,C897397,Female,27.0,Credit Card
47933,C190715,Male,21.0,Credit Card
47934,C474983,Female,41.0,Debit Card
47935,C153646,Male,67.0,Cash
47936,C206741,Male,29.0,Cash
47937,C146525,Male,59.0,Credit Card
47938,C266017,Female,30.0,Cash
47939,C167880,Male,20.0,Cash
47940,C788359,Female,60.0,Cash
47941,C208906,Male,48.0,Debit Card
47942,C940753,Male,25.0,Credit Card
47943,C281579,Male,19.0,Cash
47944,C146557,Male,57.0,Credit Card
47945,C198373,Female,40.0,Cash
47946,C148549,Female,27.0,Debit Card
47947,C171825,Female,57.0,Cash
47948,C450477,Female,30.0,Cash
47949,C119579,Male,48.0,Cash
47950,C205766,Male,39.0,Credit Card
47951,C225360,Female,33.0,Cash
47952,C161181,Male,24.0,Cash
47953,C263526,Female,67.0,Cash
47954,C675926,Female,58.0,Credit Card
47955,C196318,Female,63.0,Cash
47956,C784943,Female,63.0,Cash
47957,C481017,Female,64.0,Credit Card
47958,C979616,Male,23.0,Cash
47959,C324198,Female,30.0,Cash
47960,C190698,Female,26.0,Cash
47961,C339720,Female,46.0,Credit Card
47962,C957292,Female,25.0,Cash
47963,C235471,Female,32.0,Cash
47964,C304290,Female,54.0,Debit Card
47965,C190898,Male,69.0,Debit Card
47966,C114827,Female,22.0,Cash
47967,C273423,Female,29.0,Cash
47968,C500965,Female,69.0,Credit Card
47969,C258917,Female,53.0,Cash
47970,C129367,Male,63.0,Debit Card
47971,C229383,Female,65.0,Cash
47972,C148559,Male,40.0,Credit Card
47973,C338195,Female,46.0,Cash
47974,C789867,Female,47.0,Debit Card
47975,C777248,Male,68.0,Debit Card
47976,C251089,Male,31.0,Cash
47977,C309136,Male,22.0,Cash
47978,C254727,Male,68.0,Cash
47979,C317781,Male,36.0,Debit Card
47980,C236292,Male,52.0,Credit Card
47981,C169104,Male,59.0,Cash
47982,C918107,Male,53.0,Cash
47983,C915254,Male,66.0,Cash
47984,C112959,Female,34.0,Cash
47985,C116137,Female,31.0,Credit Card
47986,C889801,Female,55.0,Credit Card
47987,C212181,Female,62.0,Credit Card
47988,C282565,Female,57.0,Credit Card
47989,C132890,Female,21.0,Credit Card
47990,C290066,Female,36.0,Credit Card
47991,C247469,Female,23.0,Credit Card
47992,C641707,Male,43.0,Cash
47993,C326468,Male,57.0,Credit Card
47994,C472015,Female,31.0,Cash
47995,C339324,Female,58.0,Credit Card
47996,C169827,Female,67.0,Debit Card
47997,C977926,Female,26.0,Credit Card
47998,C104909,Male,69.0,Credit Card
47999,C677635,Male,69.0,Credit Card
48000,C320805,Female,19.0,Cash
48001,C136770,Female,40.0,Cash
48002,C243313,Male,33.0,Cash
48003,C264624,Female,29.0,Credit Card
48004,C105241,Male,62.0,Credit Card
48005,C568389,Female,51.0,Credit Card
48006,C273878,Male,63.0,Debit Card
48007,C641665,Female,58.0,Credit Card
48008,C247279,Female,49.0,Debit Card
48009,C458874,Female,46.0,Debit Card
48010,C599611,Male,34.0,Debit Card
48011,C216845,Female,35.0,Cash
48012,C788607,Female,49.0,Cash
48013,C230477,Female,27.0,Debit Card
48014,C289227,Male,53.0,Debit Card
48015,C213217,Male,47.0,Debit Card
48016,C833059,Male,69.0,Credit Card
48017,C113109,Female,23.0,Credit Card
48018,C107992,Male,36.0,Credit Card
48019,C155400,Female,47.0,Credit Card
48020,C241117,Female,30.0,Debit Card
48021,C209361,Male,23.0,Cash
48022,C279195,Female,40.0,Cash
48023,C145018,Female,45.0,Credit Card
48024,C124234,Male,48.0,Cash
48025,C193856,Female,37.0,Debit Card
48026,C125483,Male,68.0,Credit Card
48027,C334258,Male,38.0,Credit Card
48028,C102005,Female,63.0,Cash
48029,C167683,Male,33.0,Debit Card
48030,C195366,Female,47.0,Debit Card
48031,C653624,Female,27.0,Debit Card
48032,C103423,Female,23.0,Cash
48033,C103273,Female,37.0,Credit Card
48034,C804960,Male,46.0,Cash
48035,C179279,Male,48.0,Cash
48036,C151641,Female,29.0,Cash
48037,C281752,Male,52.0,Credit Card
48038,C761306,Male,42.0,Cash
48039,C325872,Female,63.0,Credit Card
48040,C162538,Female,61.0,Credit Card
48041,C986197,Male,40.0,Credit Card
48042,C509743,Female,51.0,Credit Card
48043,C229491,Female,35.0,Credit Card
48044,C194245,Male,49.0,Cash
48045,C289563,Male,48.0,Cash
48046,C246686,Female,21.0,Credit Card
48047,C476866,Female,29.0,Cash
48048,C189741,Female,58.0,Credit Card
48049,C384294,Male,51.0,Debit Card
48050,C969952,Female,37.0,Credit Card
48051,C151547,Male,54.0,Cash
48052,C277444,Female,53.0,Cash
48053,C244944,Female,46.0,Credit Card
48054,C180623,Male,23.0,Debit Card
48055,C303221,Female,56.0,Debit Card
48056,C187575,Female,39.0,Cash
48057,C697809,Female,43.0,Cash
48058,C292748,Female,58.0,Debit Card
48059,C248617,Female,50.0,Credit Card
48060,C375696,Female,25.0,Credit Card
48061,C743394,Male,18.0,Debit Card
48062,C209101,Female,35.0,Credit Card
48063,C289468,Female,33.0,Cash
48064,C147261,Male,30.0,Cash
48065,C234220,Female,50.0,Cash
48066,C890735,Male,66.0,Debit Card
48067,C112296,Female,61.0,Credit Card
48068,C537929,Male,26.0,Cash
48069,C216249,Female,40.0,Debit Card
48070,C298756,Female,57.0,Credit Card
48071,C288766,Female,43.0,Cash
48072,C335111,Female,49.0,Credit Card
48073,C303713,Female,43.0,Cash
48074,C476270,Female,49.0,Debit Card
48075,C163320,Female,58.0,Cash
48076,C115952,Female,66.0,Cash
48077,C306738,Female,42.0,Credit Card
48078,C107997,Male,65.0,Cash
48079,C100666,Female,50.0,Cash
48080,C270152,Male,27.0,Credit Card
48081,C159137,Female,37.0,Credit Card
48082,C208936,Female,21.0,Cash
48083,C187062,Female,26.0,Cash
48084,C229066,Male,54.0,Debit Card
48085,C940327,Male,36.0,Credit Card
48086,C222076,Female,67.0,Cash
48087,C559390,Male,18.0,Credit Card
48088,C212209,Male,31.0,Credit Card
48089,C145088,Male,34.0,Credit Card
48090,C534799,Female,24.0,Cash
48091,C214353,Female,32.0,Credit Card
48092,C991789,Male,34.0,Debit Card
48093,C392188,Male,39.0,Credit Card
48094,C747326,Male,51.0,Cash
48095,C863863,Female,39.0,Cash
48096,C119456,Male,62.0,Cash
48097,C141893,Female,66.0,Credit Card
48098,C209849,Male,29.0,Cash
48099,C142738,Female,20.0,Credit Card
48100,C178481,Male,63.0,Cash
48101,C338675,Male,57.0,Debit Card
48102,C134306,Male,55.0,Debit Card
48103,C206562,Female,30.0,Debit Card
48104,C772684,Female,49.0,Credit Card
48105,C525024,Male,46.0,Cash
48106,C197787,Female,31.0,Cash
48107,C767188,Male,50.0,Debit Card
48108,C114823,Female,28.0,Debit Card
48109,C533849,Male,48.0,Credit Card
48110,C176803,Male,58.0,Cash
48111,C439546,Female,56.0,Debit Card
48112,C289117,Male,56.0,Credit Card
48113,C317126,Male,67.0,Cash
48114,C198625,Male,22.0,Credit Card
48115,C124188,Male,49.0,Cash
48116,C721421,Female,38.0,Debit Card
48117,C157654,Male,37.0,Cash
48118,C917547,Female,31.0,Cash
48119,C265299,Male,43.0,Cash
48120,C178505,Male,50.0,Credit Card
48121,C134819,Female,54.0,Credit Card
48122,C262292,Male,29.0,Credit Card
48123,C272844,Female,35.0,Cash
48124,C238726,Female,18.0,Credit Card
48125,C154447,Female,57.0,Cash
48126,C248621,Male,41.0,Cash
48127,C294414,Female,62.0,Credit Card
48128,C168214,Male,67.0,Cash
48129,C612774,Female,27.0,Cash
48130,C111756,Female,61.0,Credit Card
48131,C251784,Male,55.0,Cash
48132,C271217,Female,32.0,Cash
48133,C232812,Female,28.0,Credit Card
48134,C217832,Female,25.0,Debit Card
48135,C334736,Female,38.0,Cash
48136,C785934,Female,35.0,Cash
48137,C243502,Male,66.0,Credit Card
48138,C102213,Male,69.0,Cash
48139,C194507,Female,32.0,Cash
48140,C321043,Male,43.0,Credit Card
48141,C283074,Male,46.0,Cash
48142,C227252,Female,69.0,Credit Card
48143,C897412,Male,32.0,Debit Card
48144,C232506,Male,58.0,Credit Card
48145,C223315,Female,37.0,Debit Card
48146,C339005,Male,53.0,Credit Card
48147,C202574,Male,23.0,Credit Card
48148,C274237,Female,41.0,Cash
48149,C319429,Female,35.0,Cash
48150,C338076,Male,25.0,Credit Card
48151,C435218,Female,41.0,Debit Card
48152,C398820,Male,59.0,Credit Card
48153,C841108,Female,58.0,Cash
48154,C118814,Female,24.0,Cash
48155,C232108,Male,63.0,Cash
48156,C295798,Female,44.0,Debit Card
48157,C805044,Female,58.0,Credit Card
48158,C147643,Male,44.0,Credit Card
48159,C641566,Male,57.0,Debit Card
48160,C203803,Male,66.0,Credit Card
48161,C298964,Male,36.0,Cash
48162,C244155,Male,52.0,Cash
48163,C236382,Female,49.0,Cash
48164,C118227,Female,25.0,Credit Card
48165,C188165,Female,42.0,Cash
48166,C333310,Female,33.0,Cash
48167,C895259,Female,67.0,Cash
48168,C318626,Female,30.0,Credit Card
48169,C783388,Female,62.0,Debit Card
48170,C175616,Female,23.0,Credit Card
48171,C141685,Male,21.0,Credit Card
48172,C316945,Female,54.0,Credit Card
48173,C328522,Male,22.0,Cash
48174,C178011,Female,21.0,Cash
48175,C663836,Male,56.0,Credit Card
48176,C753569,Female,33.0,Debit Card
48177,C213474,Female,39.0,Cash
48178,C186219,Male,23.0,Cash
48179,C176809,Male,41.0,Credit Card
48180,C325485,Female,20.0,Cash
48181,C177192,Male,66.0,Debit Card
48182,C983767,Male,34.0,Credit Card
48183,C618197,Male,60.0,Credit Card
48184,C332595,Female,19.0,Credit Card
48185,C291302,Female,53.0,Credit Card
48186,C187179,Male,24.0,Debit Card
48187,C365273,Female,56.0,Cash
48188,C246368,Male,21.0,Credit Card
48189,C217761,Female,41.0,Cash
48190,C366206,Male,43.0,Credit Card
48191,C383714,Female,30.0,Cash
48192,C286274,Female,67.0,Credit Card
48193,C818048,Male,38.0,Cash
48194,C199155,Female,37.0,Credit Card
48195,C193826,Male,24.0,Cash
48196,C664008,Female,51.0,Cash
48197,C107444,Male,68.0,Debit Card
48198,C426357,Female,29.0,Debit Card
48199,C431775,Female,32.0,Cash
48200,C153777,Female,43.0,Debit Card
48201,C175814,Male,64.0,Credit Card
48202,C260542,Male,50.0,Credit Card
48203,C834093,Female,31.0,Credit Card
48204,C293372,Female,29.0,Credit Card
48205,C106482,Male,32.0,Debit Card
48206,C126727,Female,48.0,Cash
48207,C348818,Female,53.0,Cash
48208,C299251,Female,41.0,Cash
48209,C368389,Female,46.0,Credit Card
48210,C131486,Female,41.0,Cash
48211,C165748,Female,39.0,Credit Card
48212,C184414,Female,25.0,Cash
48213,C307442,Female,18.0,Debit Card
48214,C307501,Female,33.0,Cash
48215,C330204,Female,66.0,Cash
48216,C753090,Female,37.0,Credit Card
48217,C101271,Female,37.0,Credit Card
48218,C169417,Male,61.0,Credit Card
48219,C141297,Female,54.0,Credit Card
48220,C189365,Female,27.0,Debit Card
48221,C116516,Male,49.0,Credit Card
48222,C135656,Female,39.0,Cash
48223,C171749,Male,53.0,Cash
48224,C233088,Male,67.0,Cash
48225,C329836,Male,25.0,Cash
48226,C297037,Male,34.0,Debit Card
48227,C452338,Male,69.0,Credit Card
48228,C276837,Female,32.0,Cash
48229,C118224,Male,27.0,Cash
48230,C298595,Female,44.0,Credit Card
48231,C306689,Female,67.0,Debit Card
48232,C157713,Female,24.0,Debit Card
48233,C222071,Female,46.0,Credit Card
